PT. Laban Raya Samodra,5,7,"GPQW+J7C, Rangkah Kidul, Sidoarjo Regency",,https://www.google.com/maps/place/?q=place_id:ChIJR6JgLeTm1y0RCDzAuGDpbW8
PT. Young Tree,4.1,336,"Jl. Raya Banar Pilang No.19, Banar, Pilang, Kabupaten Sidoarjo",,https://www.google.com/maps/place/?q=place_id:ChIJTxlLw5Xh1y0RkLSVggJ7-Mo
PT. SIKAB - Instalasi Gas Medis,4.9,14,"KOMPLEK INDUSTRI DAN PERGUDANGAN SAFE N LOCK BLOK AJ NO. 5973 - JL. LINGKAR TIMUR KM 5 RW.5, Pucanganom, Rangkah Kidul, Kabupaten Sidoarjo",https://sahabatinti.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJiW0MDM3n1y0RF0AzPHx4Bdg
PT. Kharisma Surya Semesta,5,5,"HPHR+F28, Prasungtani, Prasung, Kabupaten Sidoarjo",,https://www.google.com/maps/place/?q=place_id:ChIJyUmfZSLk1y0R6dzqqn2h_4s
PT. ANIG,4.9,15,"GQM4+3C9, Pucanganom, Kabupaten Sidoarjo",,https://www.google.com/maps/place/?q=place_id:ChIJMxRXoaHn1y0RqXZSIRVCVNs
PT.APN,4,3,"PT. Arthatama Pelita Nusa (Hannochs, Jl. Kalianak Barat No.51-D, RT.002/RW.01, Kalianak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJZxNqAUH_1y0RmBMxr9xYWKM
PT. TIRTA MAHAKAM RESOURCES. Tbk Bukuan,4,2,"Jl. Raya Roomo Sekar Sore No.387, Maduran, Roomo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJx88i6ZwA2C0RqFzXPnA2Ad4
Warna Cemerlang Industri PT,4.7,6,"VJG7+M9M, Tenger, Roomo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJG7DuUBv-dy4RaVKesREF7vM
Pt Terang Dunia Internusa,4,3,"RJ2Q+FMF, Segoromadu, Gresik Regency",,https://www.google.com/maps/place/?q=place_id:ChIJkyqKjW7_1y0RddR_gwlLy8o
PT Tricakra Indonesia,5,6,"Jl. Veteran, Kebonpoh, Segoromadu, Kabupaten Gresik",http://www.tricakraindonesia.com/,https://www.google.com/maps/place/?q=place_id:ChIJQ73N1AwB2C0RGgB1Ik3-4ms
PT. Indro Joyo,4.7,3,"Jl. Veteran Gg. V No.8, Injen Timur, Gapurosukolilo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJhVCNhjkA2C0R7N5fvte2z5M
PT. MITRA PETANI INDONESIA,5,11,"Komplek Pergudangan Bumi Maspion. Jl. Bumi Maspion Timur (BMT) Kav. 48-B, Romokalisari, Surabaya",http://www.mitrapetaniindonesia.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4b9YVpn_1y0RyfpqhzXK-Z0
PT PILAREN Gresik,3.9,8,"Jl. Ikan Lodan Besar No.: 12, Perum. BP Kulon, Pekauman, Kabupaten Gresik",http://www.pilaren.com/,https://www.google.com/maps/place/?q=place_id:ChIJjz4UBEQA2C0RViVUL68pzUE
PT Tatsumi Seruni Indonesia,4.8,11,"Maduran, Roomo, Gresik Regency",http://pttsi.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJBw184xUB2C0RPJdBNouiFB0
"PT Indospring Tbk, Plant 3",4,3,"RJ6F+GGV, Napes, Gulomantung, Gresik Regency",,https://www.google.com/maps/place/?q=place_id:ChIJv6Gej_kB2C0Rk54ER-HKc-E
PT Bintang Timur,4.4,23,"Jl. Greges Jaya II Blok A No.7, Greges, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJs53KJAP_1y0Rj3IdhTJrDqw
PT Barata Indonesia (Persero),4.6,146,"Jl. Veteran No.241, Panggang, Gending, Kabupaten Gresik",http://www.barata.id/,https://www.google.com/maps/place/?q=place_id:ChIJF0IT_zgA2C0RhQ94hZ2Jjc8
PT. PADMA TIRTA WISESA,3.9,21,"Jl. Kedanyang - Gresik No.69a, Sekarkurung, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJ61l-w-L_dy4REvBvT8se7JY
PT. GMCP Gresik,4.5,40,"Jalan Veteran Madya No.16, Singosari, Malang, Gending Wetan, Singosari, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJ193bBiMA2C0RJWQzXQdQC8Q
PT Ateka Jaya Primantara,5,1,"Jl. Kalianak Barat No.73 Blok C-03, RT.001/RW.02, Genting, Kalianak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJaUuxgcv_1y0Ri0zmOgsrnsw
PT. Bridge Fortune,3.3,3,"RJ8C+C3P, Sekarkurung, Gresik Regency",,https://www.google.com/maps/place/?q=place_id:ChIJS63Zl8cB2C0RL_aEP02i4BI
Pt. Inti group,5,3,"Jl. Laksda Moh. Nazir No.40, Perak Utara, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJZ13Hkjn51y0RUAcs6N8r_bc
PT. SWPI Kalianak 66,4.2,26,"Jl. Kalianak Barat No.66 Blok A1, Kalianak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJvwlMA9H-1y0REpWeNKhHlVo
PT Unggul Mulia Mandiri,4.3,4,"Jl. Raya Roomo No.166, Maduran, Roomo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJb8mN04gA2C0RGTBQMmc1mf8
PT Puspetindo,4.4,46,"Jl. Raya Roomo, Maduran, Roomo, Kabupaten Gresik",https://puspetindo.com/,https://www.google.com/maps/place/?q=place_id:ChIJTUQrCyH-dy4RRlWqxDH2Yac
PT. Harum Alam Segar,4.3,170,"VJC7+HWW, Tenger, Roomo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJYyZUuh7-dy4RVDIJrFTcbYo
PT. Nankai Indonesia,4.3,115,"Jl. Mayjend Sungkono No.21-2, Jagongan, Ngargosari, Kabupaten Gresik",https://www.nankai-indonesia.com/,https://www.google.com/maps/place/?q=place_id:ChIJ_3LVyAIA2C0Rd3BWVQhF-WU
PT.PanganSari Utama Mitra,4.4,70,"Jl. Kalianak Timur No.73c, Kalianak, Surabaya",http://www.pum-mitra.com/pum/,https://www.google.com/maps/place/?q=place_id:ChIJv7xMw9_-1y0Rg4s1lMlWSac
PT. Panen Raya,4.2,38,"Blok C 12, Jl. Mayjend Sungkono No.5, Jagongan, Ngargosari, Gresik Regency",http://panenraya.com/,https://www.google.com/maps/place/?q=place_id:ChIJua3sjPX_1y0RTDv4h7iu1UY
Pt.Cahaya Mekar Jaya,4.8,81,"Ruko citi 9, Blk. D No.11, Randuboyo, Ngipik, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJ8VAeH9H_dy4RyLh_Z7W_LcM
PT. SMELTING,4.5,444,"Maduran, Jl. Raya Roomo No.224, Kabupaten Gresik",http://www.ptsmelting.com/,https://www.google.com/maps/place/?q=place_id:ChIJYTqFm48A2C0REm3n2jCTzRE
PT. Gerbang Cahaya Utama,4,1,"JL. Tanjung Batu No. 25-27, West Perak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJsaM2Q9r41y0RJnyem_l70_s
PT. Alas Petala Makmur,4.1,29,"Jl. Tambak Langon No.18, Tambak Langon, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJc90WRfT-1y0RXab986p-2pI
Gramitrama Jaya Steel. PT,4.3,100,"Jl. Mayjend Sungkono No.28, Sekarkurung, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJB_gPgAwA2C0RKBc3qqtTdAM
PT. PERWITA NUSARAYA MJI GRESIK,4.2,31,"Jl. Surakarta III No.02, Randuagung, Kabupaten Gresik",https://www.facebook.com/perwitanusarayagresik/,https://www.google.com/maps/place/?q=place_id:ChIJnRYw6yr-dy4RVuNPIBikZz0
PT. MITRA DRAJAT SENTOSA,4.8,38,"BLOK E/31 PERUM GREEN HILL, Sekarkurung, Kabupaten Gresik",http://mitradrajatsentosa.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJpxLRS6b_dy4Rizty0-aZ54k
PT.SPS Cabang Gresik,4.5,4,"Jl. Airlangga No.77, Sekarkurung, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJMSuzEeP_dy4RHUT5PagAyts
Perikanan Nusantara. PT Persero - Surabaya,4.1,34,"Jl. Nilam Barat No.16, Perak Utara, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJrXqDi7P41y0R-DeetX1Pd-M
PT. RANTEINDO TEKNIK MANDIRI,4.6,10,"VJ3H+925, Sekarsore, Roomo, Kabupaten Gresik",https://ranteindo.com/,https://www.google.com/maps/place/?q=place_id:ChIJf6ZIteQB2C0RtiZ1NC-GqME
PT.Samudra Raya Jaya,4,4,"Greges jaya 1 no 6, Greges, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJjTwAzQL_1y0RtjOhptdrkgU
"PT. Salim Ivomas Pratama, Tbk",4.4,320,"Jl. Tj. Tembaga No.2-6, Perak Bar., Surabaya",http://www.simp.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJyyGEuM_41y0RYj5ZNfZcsuc
PT. Manunggal Karya Jati,4.1,77,"Blok A1 No. 8 Ruko Manyar Resort, Jl. Raya Sukomulyo, Wonorejo, Yosowilangun, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJrztXCyH-dy4RRKhho9Hv4Po
ACID PLANT WWTP (PT. SMELTING CORP),4.3,91,"VJ6P+5FM, Roomo Vilage Manyan Distrct, Roomo, Manyar, Maduran, Roomo, Kabupaten Gresik",http://www.ptsmelting.com/,https://www.google.com/maps/place/?q=place_id:ChIJ89NSwpEA2C0Rz4dSRmagZq0
PT Cakraindo Mitra Internasional,4.6,5,"Jalan Osowilangun no 8D - 9, RW.9, Tambak Osowilangun, Surabaya",https://cakraindo.com/,https://www.google.com/maps/place/?q=place_id:ChIJuX2qDQL_1y0RsgCNmfOgbqc
PT. Samator Gas Industri Veterantama,4.3,45,"RM84+FP5, Leker, Kramatinggil, Gresik Regency",http://samator.com/,https://www.google.com/maps/place/?q=place_id:ChIJUeFMci8A2C0RJdiiTUU8VNM
PT Petrokopindo Cipta Selaras,4.5,82,"Jl. Raya Roomo No.242, Maduran, Roomo, Kabupaten Gresik",http://www.petrokopindo.com/,https://www.google.com/maps/place/?q=place_id:ChIJrdqSI18B2C0RxQQcG7YVMfU
PT. Masa Manunggal Mandiri,4.4,21,"Jl. Kepatihan Industri No.10, Guntung, Kepatihan, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJm1CPKYwAeC4RtNQ8gwWD_aA
PT. SAMUDRA TEKNIK INDONESIA,4.5,2,"Jl. Jati Regency I, Kembangan, Gresik Regency",,https://www.google.com/maps/place/?q=place_id:ChIJv4SlcX7_dy4RrP03CauLa_M
PT. Gresik Migas,4.4,34,"Jl. DR. Wahidin Sudiro Husodo No.708, Kembangan, Kabupaten Gresik",http://gresikmigas.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJU1mtXUEA2C0Rl51b7dXYA_I
PT INDOTANK,4.2,24,"Jl. Kalianak Barat No.57A, Asem Rowo, Surabaya",http://www.indotank.com/,https://www.google.com/maps/place/?q=place_id:ChIJxdVFENn-1y0R1uvBn4jQUrw
PT Rukun Aman Sejahtera,4.7,21,"B,, Jl. Kalianak Timur No.73, Kalianak, Surabaya",https://www.rukunamansejahtera.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJ3Wcxb-D-1y0Rz1NX6Gayqlo
PT. Varia Usaha Fabrikasi,4.3,29,"Jl. DR. Wahidin Sudiro Husodo No.100, Setingi, Randuagung, Kabupaten Gresik",http://vufabrikasi.id/,https://www.google.com/maps/place/?q=place_id:ChIJva21_qEB2C0RXqBrfHZBvwg
PT. AKR Corporindo,4.2,35,"Pergudangan Surimulia Permai blok A6, 7, 8, Margomulyo No.44, Greges, Surabaya",http://www.akr.co.id/,https://www.google.com/maps/place/?q=place_id:ChIJ9wQmVub-1y0RDkpvMtVd2qs
PT Bina Karya Prima,3.9,89,"Jl. Kig Raya Barat No.Kav. L, Randuagung, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJAYXIE4EA2C0RzasWzEfC3XM
PT. Arthatama Pelita Nusa,5,8,"Jl. Kalianak Barat No.51-D, RT.002/RW.01, Kalianak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJuSDBzlf_1y0RG64OFNG-eTs
PT. Pusaka Bawean Group,4.3,3,"Jl. Green Garden Regency Blk. D1 No.1, Dahanrejo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJcQff7RMA2C0RRY609IOga9g
PT Jaya Baru Malanti,4.5,23,"Jl. Kalianak Barat No.68, Kalianak, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJrwjwOCf_1y0Rpp_66TbSeWk
PT. REXLINE ENGINEERING INDONESIA (HEAD OFFICE),4.3,35,"Margomulyo Angtropolis No.46 Blok H-9, Greges, Surabaya",https://rexlineengineering.com/,https://www.google.com/maps/place/?q=place_id:ChIJpVvlqf3laS4RQFpqKtBYnhg
"Nilam Port Terminal Indonesia, PT (Container Yard Office)",4.4,68,"Jl. Nilam Barat No.Timur, Perak Utara, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJz8puZLb41y0RQJk_tne3IX8
PT. Agri Timur Mas,4.2,28,"VJH6+M5C, Tenger, Roomo, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJZ1BMBAX-dy4Re5q3QTChoiE
PT. Karya Brother Nusamesindo Surabaya,5,8,"QMF4+R67, Tambak Osowilangun, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJL9vVOzv_1y0RN2SdiOol_0Q
AMG,4.7,9,"Jl. DR. Wahidin Sudiro Husodo No.76, Setingi, Randuagung, Kabupaten Gresik",,https://www.google.com/maps/place/?q=place_id:ChIJ9Q5LT3gA2C0RVLlbOytcij4
PT. Bahtera Adi Jaya,4.5,11,"Jl. Margomulyo No.70, Tambak Sarioso, Surabaya",http://www.bahteraadijaya.com/,https://www.google.com/maps/place/?q=place_id:ChIJgy4pfPb-1y0R3xwrn6rsb_k
PT SAPTA AJI MANUNGGAL PRIMA,4.3,6,"Jl. Tambak Osowilangun No.35 Blok B-12, Tambak Osowilangun, Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJ0akIIyL_1y0RA0OH4B8HNKM
PT. Asal Jaya,5,4,"Jl. Ikan Teri, Perak Bar., Surabaya",,https://www.google.com/maps/place/?q=place_id:ChIJKx8xjyj51y0RJy1OSklt-Fc
